Category ID,Category Name,Parent Category ID,Parent Category Name,Level,Has Attributes,Has Children,Description,Tags
bi-23-4-14-2,Fourier Transform Infrared (FT-IR) Spectrometers,,Business & Industrial,1,Yes,No,,
bi-23-4-14-3,Raman Spectrometers,,Business & Industrial,1,Yes,No,,
bi-23-4-14-4,UV-Vis Spectrometers,,Business & Industrial,1,Yes,No,,
bi-23-5,Laboratory Specimens,,Business & Industrial,1,Yes,No,,
bi-23-6,Laboratory Supplies,,Business & Industrial,1,Yes,Yes,,
bi-23-6-1,Beakers,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-2,Graduated Cylinders,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-3,Laboratory Flasks,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-4,Petri Dishes,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-5,Pipettes,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-6,Test Tube Racks,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-7,Test Tubes,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-8,Wash Bottles,bi-23-6,Laboratory Supplies,2,No,No,,
bi-23-6-1,Beakers,,Business & Industrial,1,Yes,No,,
bi-23-6-2,Graduated Cylinders,,Business & Industrial,1,Yes,No,,
bi-23-6-3,Laboratory Flasks,,Business & Industrial,1,Yes,Yes,,
bi-23-6-3-1,Boiling Laboratory Flasks,bi-23-6-3,Laboratory Flasks,2,No,No,,
bi-23-6-3-2,Buchner Laboratory Flasks,bi-23-6-3,Laboratory Flasks,2,No,No,,
bi-23-6-3-3,Erlenmeyer Laboratory Flasks,bi-23-6-3,Laboratory Flasks,2,No,No,,
bi-23-6-3-4,Volumetric Laboratory Flasks,bi-23-6-3,Laboratory Flasks,2,No,No,,
bi-23-6-3-1,Boiling Laboratory Flasks,,Business & Industrial,1,Yes,No,,
bi-23-6-3-2,Buchner Laboratory Flasks,,Business & Industrial,1,Yes,No,,
bi-23-6-3-3,Erlenmeyer Laboratory Flasks,,Business & Industrial,1,Yes,No,,
bi-23-6-3-4,Volumetric Laboratory Flasks,,Business & Industrial,1,Yes,No,,
bi-23-6-4,Petri Dishes,,Business & Industrial,1,Yes,No,,
bi-23-6-5,Pipettes,,Business & Industrial,1,Yes,Yes,,
bi-23-6-5-1,Graduated Pipettes,bi-23-6-5,Pipettes,2,No,No,,
bi-23-6-5-2,Micropipettes,bi-23-6-5,Pipettes,2,No,No,,
bi-23-6-5-3,Volumetric Pipettes,bi-23-6-5,Pipettes,2,No,No,,
bi-23-6-5-1,Graduated Pipettes,,Business & Industrial,1,Yes,No,,
bi-23-6-5-2,Micropipettes,,Business & Industrial,1,Yes,No,,
bi-23-6-5-3,Volumetric Pipettes,,Business & Industrial,1,Yes,No,,
bi-23-6-6,Test Tube Racks,,Business & Industrial,1,Yes,No,,
bi-23-6-7,Test Tubes,,Business & Industrial,1,Yes,No,,
bi-23-6-8,Wash Bottles,,Business & Industrial,1,Yes,No,,
bi-24,Signage,,Business & Industrial,1,Yes,Yes,,
bi-24-1,Business Hour Signs,bi-24,Signage,2,No,No,,
bi-24-2,Digital Signs,bi-24,Signage,2,No,No,,
bi-24-3,Electric Signs,bi-24,Signage,2,No,No,,
bi-24-4,Emergency & Exit Signs,bi-24,Signage,2,No,No,,
bi-24-5,Facility Identification Signs,bi-24,Signage,2,No,No,,
bi-24-6,Open & Closed Signs,bi-24,Signage,2,No,No,,
bi-24-7,Parking Signs & Permits,bi-24,Signage,2,No,No,,
bi-24-8,Policy Signs,bi-24,Signage,2,No,No,,
bi-24-9,Retail & Sale Signs,bi-24,Signage,2,No,No,,
bi-24-10,Road & Traffic Signs,bi-24,Signage,2,No,No,,
bi-24-11,Safety & Warning Signs,bi-24,Signage,2,No,No,,
bi-24-12,Security Signs,bi-24,Signage,2,No,No,,
bi-24-13,Sidewalk & Yard Signs,bi-24,Signage,2,No,No,,
bi-24-1,Business Hour Signs,,Business & Industrial,1,Yes,No,,
bi-24-2,Digital Signs,,Business & Industrial,1,Yes,No,,
bi-24-3,Electric Signs,,Business & Industrial,1,Yes,Yes,,
bi-24-3-1,LED Signs,bi-24-3,Electric Signs,2,No,No,,
bi-24-3-2,Neon Signs,bi-24-3,Electric Signs,2,No,No,,
bi-24-3-1,LED Signs,,Business & Industrial,1,Yes,No,,
bi-24-3-2,Neon Signs,,Business & Industrial,1,Yes,No,,
bi-24-4,Emergency & Exit Signs,,Business & Industrial,1,Yes,No,,
bi-24-5,Facility Identification Signs,,Business & Industrial,1,Yes,No,,
bi-24-6,Open & Closed Signs,,Business & Industrial,1,Yes,No,,
bi-24-7,Parking Signs & Permits,,Business & Industrial,1,Yes,No,,
bi-24-8,Policy Signs,,Business & Industrial,1,Yes,No,,
bi-24-9,Retail & Sale Signs,,Business & Industrial,1,Yes,No,,
bi-24-10,Road & Traffic Signs,,Business & Industrial,1,Yes,No,,
bi-24-11,Safety & Warning Signs,,Business & Industrial,1,Yes,No,,
bi-24-12,Security Signs,,Business & Industrial,1,Yes,No,,
bi-24-13,Sidewalk & Yard Signs,,Business & Industrial,1,Yes,No,,
bi-25,Work Safety Protective Gear,,Business & Industrial,1,Yes,Yes,,
bi-25-1,Bullet Proof Vests,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-2,Gas Mask & Respirator Accessories,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-3,Hardhats,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-4,Hazardous Material Suits,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-5,Protective Aprons,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-6,Protective Eyewear,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-7,Protective Masks,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-13,Safety Boots,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-8,Safety Gloves,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-9,Safety Knee Pads,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-10,Welding Helmets,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-11,Work Safety Harnesses,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-12,Work Safety Tethers,bi-25,Work Safety Protective Gear,2,No,No,,
bi-25-1,Bullet Proof Vests,,Business & Industrial,1,Yes,No,,
bi-25-2,Gas Mask & Respirator Accessories,,Business & Industrial,1,Yes,Yes,,
bi-25-2-1,Combination Cartridges,bi-25-2,Gas Mask & Respirator Accessories,2,No,No,,
bi-25-2-2,Particulate Filters,bi-25-2,Gas Mask & Respirator Accessories,2,No,No,,
bi-25-2-3,Vapor Cartridges,bi-25-2,Gas Mask & Respirator Accessories,2,No,No,,
bi-25-2-1,Combination Cartridges,,Business & Industrial,1,Yes,No,,
bi-25-2-2,Particulate Filters,,Business & Industrial,1,Yes,No,,
bi-25-2-3,Vapor Cartridges,,Business & Industrial,1,Yes,No,,
bi-25-3,Hardhats,,Business & Industrial,1,Yes,No,,
bi-25-4,Hazardous Material Suits,,Business & Industrial,1,Yes,No,,
bi-25-5,Protective Aprons,,Business & Industrial,1,Yes,Yes,,
bi-25-5-1,Bib Protective Aprons,bi-25-5,Protective Aprons,2,No,No,,
bi-25-5-2,Cobbler Protective Aprons,bi-25-5,Protective Aprons,2,No,No,,
bi-25-5-3,Waist Protective Aprons,bi-25-5,Protective Aprons,2,No,No,,
bi-25-5-1,Bib Protective Aprons,,Business & Industrial,1,Yes,No,,
bi-25-5-2,Cobbler Protective Aprons,,Business & Industrial,1,Yes,No,,
bi-25-5-3,Waist Protective Aprons,,Business & Industrial,1,Yes,No,,
bi-25-6,Protective Eyewear,,Business & Industrial,1,Yes,Yes,,
bi-25-6-1,Face Shields,bi-25-6,Protective Eyewear,2,No,No,,
bi-25-6-2,Goggles,bi-25-6,Protective Eyewear,2,No,No,,
bi-25-6-3,Safety Glasses,bi-25-6,Protective Eyewear,2,No,No,,
bi-25-6-1,Face Shields,,Business & Industrial,1,Yes,No,,
bi-25-6-2,Goggles,,Business & Industrial,1,Yes,No,,
bi-25-6-3,Safety Glasses,,Business & Industrial,1,Yes,No,,
bi-25-7,Protective Masks,,Business & Industrial,1,Yes,Yes,,
bi-25-7-1,Dust Masks,bi-25-7,Protective Masks,2,No,No,,
bi-25-7-2,Fireman's Masks,bi-25-7,Protective Masks,2,No,No,,
bi-25-7-3,Gas Masks & Respirators,bi-25-7,Protective Masks,2,No,No,,
bi-25-7-4,Medical Masks,bi-25-7,Protective Masks,2,No,No,,
bi-25-7-1,Dust Masks,,Business & Industrial,1,Yes,No,,
bi-25-7-2,Fireman's Masks,,Business & Industrial,1,Yes,No,,
bi-25-7-3,Gas Masks & Respirators,,Business & Industrial,1,Yes,No,,
bi-25-7-4,Medical Masks,,Business & Industrial,1,Yes,No,,
bi-25-13,Safety Boots,,Business & Industrial,1,Yes,No,,
bi-25-8,Safety Gloves,,Business & Industrial,1,Yes,Yes,,
bi-25-8-1,Chemical-Resistant Safety Gloves,bi-25-8,Safety Gloves,2,No,No,,
bi-25-8-2,Cut-Resistant Safety Gloves,bi-25-8,Safety Gloves,2,No,No,,
bi-25-8-3,Electrical-Resistant Safety Gloves,bi-25-8,Safety Gloves,2,No,No,,
bi-25-8-4,Heat-Resistant Safety Gloves,bi-25-8,Safety Gloves,2,No,No,,
bi-25-8-1,Chemical-Resistant Safety Gloves,,Business & Industrial,1,Yes,No,,
bi-25-8-2,Cut-Resistant Safety Gloves,,Business & Industrial,1,Yes,No,,
bi-25-8-3,Electrical-Resistant Safety Gloves,,Business & Industrial,1,Yes,No,,
bi-25-8-4,Heat-Resistant Safety Gloves,,Business & Industrial,1,Yes,No,,
bi-25-9,Safety Knee Pads,,Business & Industrial,1,Yes,No,,
bi-25-10,Welding Helmets,,Business & Industrial,1,Yes,No,,
bi-25-11,Work Safety Harnesses,,Business & Industrial,1,Yes,Yes,,
bi-25-11-1,Cross-Chest Work Safety Harnesses,bi-25-11,Work Safety Harnesses,2,No,No,,
bi-25-11-2,Full-Body Work Safety Harnesses,bi-25-11,Work Safety Harnesses,2,No,No,,
bi-25-11-3,Vest-Style Work Safety Harnesses,bi-25-11,Work Safety Harnesses,2,No,No,,
bi-25-11-1,Cross-Chest Work Safety Harnesses,,Business & Industrial,1,Yes,No,,
bi-25-11-2,Full-Body Work Safety Harnesses,,Business & Industrial,1,Yes,No,,
bi-25-11-3,Vest-Style Work Safety Harnesses,,Business & Industrial,1,Yes,No,,
bi-25-12,Work Safety Tethers,,Business & Industrial,1,Yes,Yes,,
bi-25-12-1,Anchorage Work Safety Tethers,bi-25-12,Work Safety Tethers,2,No,No,,
bi-25-12-2,Tool Belt Work Safety Tethers,bi-25-12,Work Safety Tethers,2,No,No,,
bi-25-12-3,Wrist Work Safety Tethers,bi-25-12,Work Safety Tethers,2,No,No,,
bi-25-12-1,Anchorage Work Safety Tethers,,Business & Industrial,1,Yes,No,,
bi-25-12-2,Tool Belt Work Safety Tethers,,Business & Industrial,1,Yes,No,,
bi-25-12-3,Wrist Work Safety Tethers,,Business & Industrial,1,Yes,No,,
co,Cameras & Optics,,Cameras & Optics,1,No,Yes,,
co-1,Camera & Optic Accessories,co,Cameras & Optics,2,No,No,,
co-2,Cameras,co,Cameras & Optics,2,No,No,,
co-3,Optics,co,Cameras & Optics,2,No,No,,
co-4,Photography,co,Cameras & Optics,2,No,No,,
co-1,Camera & Optic Accessories,,Cameras & Optics,1,Yes,Yes,,
co-1-1,Camera & Optic Replacement Cables,co-1,Camera & Optic Accessories,2,No,No,,
co-1-2,Camera & Video Camera Lenses,co-1,Camera & Optic Accessories,2,No,No,,
co-1-3,Camera Lens Accessories,co-1,Camera & Optic Accessories,2,No,No,,
co-1-4,Camera Parts & Accessories,co-1,Camera & Optic Accessories,2,No,No,,
co-1-5,Optic Accessories,co-1,Camera & Optic Accessories,2,No,No,,
co-1-6,Tripod & Monopod Accessories,co-1,Camera & Optic Accessories,2,No,No,,
co-1-7,Tripods & Monopods,co-1,Camera & Optic Accessories,2,No,No,,
co-1-1,Camera & Optic Replacement Cables,,Cameras & Optics,1,Yes,Yes,,
co-1-1-1,Component Video Cables,co-1-1,Camera & Optic Replacement Cables,2,No,No,,
co-1-1-2,Composite Video Cables,co-1-1,Camera & Optic Replacement Cables,2,No,No,,
co-1-1-3,Optical Audio Cables,co-1-1,Camera & Optic Replacement Cables,2,No,No,,
co-1-1-1,Component Video Cables,,Cameras & Optics,1,Yes,No,,
co-1-1-2,Composite Video Cables,,Cameras & Optics,1,Yes,No,,
co-1-1-3,Optical Audio Cables,,Cameras & Optics,1,Yes,No,,
co-1-2,Camera & Video Camera Lenses,,Cameras & Optics,1,Yes,Yes,,
co-1-2-1,Camera Lenses,co-1-2,Camera & Video Camera Lenses,2,No,No,,
co-1-2-2,Surveillance Camera Lenses,co-1-2,Camera & Video Camera Lenses,2,No,No,,
co-1-2-3,Video Camera Lenses,co-1-2,Camera & Video Camera Lenses,2,No,No,,
co-1-2-1,Camera Lenses,,Cameras & Optics,1,Yes,No,,
co-1-2-2,Surveillance Camera Lenses,,Cameras & Optics,1,Yes,No,,
co-1-2-3,Video Camera Lenses,,Cameras & Optics,1,Yes,No,,
co-1-3,Camera Lens Accessories,,Cameras & Optics,1,Yes,Yes,,
co-1-3-1,Lens & Filter Adapter Rings,co-1-3,Camera Lens Accessories,2,No,No,,
co-1-3-2,Lens Bags,co-1-3,Camera Lens Accessories,2,No,No,,
co-1-3-3,Lens Caps,co-1-3,Camera Lens Accessories,2,No,No,,
co-1-3-4,Lens Converters,co-1-3,Camera Lens Accessories,2,No,No,,
co-1-3-5,Lens Filters,co-1-3,Camera Lens Accessories,2,No,No,,
co-1-3-6,Lens Hoods,co-1-3,Camera Lens Accessories,2,No,No,,
co-1-3-1,Lens & Filter Adapter Rings,,Cameras & Optics,1,Yes,No,,
co-1-3-2,Lens Bags,,Cameras & Optics,1,Yes,No,,
co-1-3-3,Lens Caps,,Cameras & Optics,1,Yes,No,,
co-1-3-4,Lens Converters,,Cameras & Optics,1,Yes,No,,
co-1-3-5,Lens Filters,,Cameras & Optics,1,Yes,No,,
co-1-3-6,Lens Hoods,,Cameras & Optics,1,Yes,No,,
co-1-4,Camera Parts & Accessories,,Cameras & Optics,1,Yes,Yes,,
co-1-4-1,Camera Accessory Sets,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-2,Camera Bags & Cases,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-3,Camera Body Replacement Panels & Doors,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-4,Camera Digital Backs,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-5,Camera Film,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-6,Camera Flash Accessories,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-7,Camera Flashes,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-8,Camera Focus Devices,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-9,Camera Gears,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-10,Camera Grips,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-11,Camera Image Sensors,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-12,Camera Lens Zoom Units,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-13,Camera Remote Controls,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-14,Camera Replacement Buttons & Knobs,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-15,Camera Replacement Screens & Displays,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-16,Camera Silencers & Sound Blimps,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-17,Camera Stabilizers & Supports,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-18,Camera Straps,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-19,Camera Sun Hoods & Viewfinder Attachments,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-20,Flash Brackets,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-21,On-Camera Monitors,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-22,Surveillance Camera Accessories,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-23,Underwater Camera Housing Accessories,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-24,Underwater Camera Housings,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-25,Video Camera Lights,co-1-4,Camera Parts & Accessories,2,No,No,,
co-1-4-1,Camera Accessory Sets,,Cameras & Optics,1,Yes,No,,
co-1-4-2,Camera Bags & Cases,,Cameras & Optics,1,Yes,Yes,,
co-1-4-2-1,Camera Backpacks,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-2,Camera Hard Cases,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-3,Camera Holster Bags,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-4,Camera Rolling Cases,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-5,Camera Shoulder Bags,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-6,Camera Sling Bags,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-7,Camera Soft Pouches,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-8,Camera Tote Bags,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-9,Camera Underwater Cases,co-1-4-2,Camera Bags & Cases,2,No,No,,
co-1-4-2-1,Camera Backpacks,,Cameras & Optics,1,Yes,No,,
co-1-4-2-2,Camera Hard Cases,,Cameras & Optics,1,Yes,No,,
co-1-4-2-3,Camera Holster Bags,,Cameras & Optics,1,Yes,No,,
co-1-4-2-4,Camera Rolling Cases,,Cameras & Optics,1,Yes,No,,
co-1-4-2-5,Camera Shoulder Bags,,Cameras & Optics,1,Yes,No,,
co-1-4-2-6,Camera Sling Bags,,Cameras & Optics,1,Yes,No,,
co-1-4-2-7,Camera Soft Pouches,,Cameras & Optics,1,Yes,No,,
co-1-4-2-8,Camera Tote Bags,,Cameras & Optics,1,Yes,No,,
co-1-4-2-9,Camera Underwater Cases,,Cameras & Optics,1,Yes,No,,
co-1-4-3,Camera Body Replacement Panels & Doors,,Cameras & Optics,1,Yes,No,,
co-1-4-4,Camera Digital Backs,,Cameras & Optics,1,Yes,No,,
co-1-4-5,Camera Film,,Cameras & Optics,1,Yes,Yes,,
co-1-4-5-1,Black & White Film,co-1-4-5,Camera Film,2,No,No,,
co-1-4-5-2,Color Negative Film,co-1-4-5,Camera Film,2,No,No,,
co-1-4-5-3,Infrared Film,co-1-4-5,Camera Film,2,No,No,,
co-1-4-5-4,Instant Film,co-1-4-5,Camera Film,2,No,No,,
co-1-4-5-5,Slide Film,co-1-4-5,Camera Film,2,No,No,,
co-1-4-5-6,Special Effects Film,co-1-4-5,Camera Film,2,No,No,,
co-1-4-5-1,Black & White Film,,Cameras & Optics,1,Yes,No,,
co-1-4-5-2,Color Negative Film,,Cameras & Optics,1,Yes,No,,
co-1-4-5-3,Infrared Film,,Cameras & Optics,1,Yes,No,,
co-1-4-5-4,Instant Film,,Cameras & Optics,1,Yes,No,,
co-1-4-5-5,Slide Film,,Cameras & Optics,1,Yes,No,,
co-1-4-5-6,Special Effects Film,,Cameras & Optics,1,Yes,No,,
co-1-4-6,Camera Flash Accessories,,Cameras & Optics,1,Yes,No,,
co-1-4-7,Camera Flashes,,Cameras & Optics,1,Yes,No,,
co-1-4-8,Camera Focus Devices,,Cameras & Optics,1,Yes,No,,
co-1-4-9,Camera Gears,,Cameras & Optics,1,Yes,No,,
co-1-4-10,Camera Grips,,Cameras & Optics,1,Yes,Yes,,
co-1-4-10-1,Battery Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-2,Finger Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-3,Hand Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-4,Shoulder Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-5,Strap Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-6,Underwater Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-7,Wrist Grips,co-1-4-10,Camera Grips,2,No,No,,
co-1-4-10-1,Battery Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-10-2,Finger Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-10-3,Hand Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-10-4,Shoulder Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-10-5,Strap Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-10-6,Underwater Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-10-7,Wrist Grips,,Cameras & Optics,1,Yes,No,,
co-1-4-11,Camera Image Sensors,,Cameras & Optics,1,Yes,No,,
co-1-4-12,Camera Lens Zoom Units,,Cameras & Optics,1,Yes,Yes,,
co-1-4-12-1,Digital Zoom Units,co-1-4-12,Camera Lens Zoom Units,2,No,No,,
co-1-4-12-2,Manual Zoom Units,co-1-4-12,Camera Lens Zoom Units,2,No,No,,
co-1-4-12-3,Motorized Zoom Units,co-1-4-12,Camera Lens Zoom Units,2,No,No,,
co-1-4-12-4,Optical Zoom Units,co-1-4-12,Camera Lens Zoom Units,2,No,No,,
co-1-4-12-5,Servo Zoom Units,co-1-4-12,Camera Lens Zoom Units,2,No,No,,
co-1-4-12-1,Digital Zoom Units,,Cameras & Optics,1,Yes,No,,
co-1-4-12-2,Manual Zoom Units,,Cameras & Optics,1,Yes,No,,
co-1-4-12-3,Motorized Zoom Units,,Cameras & Optics,1,Yes,No,,
co-1-4-12-4,Optical Zoom Units,,Cameras & Optics,1,Yes,No,,
co-1-4-12-5,Servo Zoom Units,,Cameras & Optics,1,Yes,No,,
co-1-4-13,Camera Remote Controls,,Cameras & Optics,1,Yes,No,,
co-1-4-14,Camera Replacement Buttons & Knobs,,Cameras & Optics,1,Yes,No,,
co-1-4-15,Camera Replacement Screens & Displays,,Cameras & Optics,1,Yes,No,,
co-1-4-16,Camera Silencers & Sound Blimps,,Cameras & Optics,1,Yes,No,,
co-1-4-17,Camera Stabilizers & Supports,,Cameras & Optics,1,Yes,No,,
co-1-4-18,Camera Straps,,Cameras & Optics,1,Yes,Yes,,
co-1-4-18-1,Belt Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-2,Chest Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-3,Hand Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-4,Harness Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-5,Neck Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-6,Quick-Release Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-7,Shoulder Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-8,Wrist Straps,co-1-4-18,Camera Straps,2,No,No,,
co-1-4-18-1,Belt Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-2,Chest Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-3,Hand Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-4,Harness Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-5,Neck Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-6,Quick-Release Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-7,Shoulder Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-18-8,Wrist Straps,,Cameras & Optics,1,Yes,No,,
co-1-4-19,Camera Sun Hoods & Viewfinder Attachments,,Cameras & Optics,1,Yes,No,,
co-1-4-20,Flash Brackets,,Cameras & Optics,1,Yes,No,,
co-1-4-21,On-Camera Monitors,,Cameras & Optics,1,Yes,No,,
co-1-4-22,Surveillance Camera Accessories,,Cameras & Optics,1,Yes,No,,
co-1-4-23,Underwater Camera Housing Accessories,,Cameras & Optics,1,Yes,No,,
co-1-4-24,Underwater Camera Housings,,Cameras & Optics,1,Yes,No,,
co-1-4-25,Video Camera Lights,,Cameras & Optics,1,Yes,No,,
co-1-5,Optic Accessories,,Cameras & Optics,1,Yes,Yes,,
co-1-5-1,Binocular & Monocular Accessories,co-1-5,Optic Accessories,2,No,No,,
co-1-5-2,Optics Bags & Cases,co-1-5,Optic Accessories,2,No,No,,
co-1-5-3,Rangefinder Accessories,co-1-5,Optic Accessories,2,No,No,,
co-1-5-4,Spotting Scope Accessories,co-1-5,Optic Accessories,2,No,No,,
co-1-5-5,Telescope Accessories,co-1-5,Optic Accessories,2,No,No,,
co-1-5-6,Thermal Optic Accessories,co-1-5,Optic Accessories,2,No,No,,
co-1-5-7,Weapon Scope & Sight Accessories,co-1-5,Optic Accessories,2,No,No,,
co-1-5-1,Binocular & Monocular Accessories,,Cameras & Optics,1,Yes,No,,
co-1-5-2,Optics Bags & Cases,,Cameras & Optics,1,Yes,Yes,,
co-1-5-2-1,Accessory Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-2,Binocular Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-4,Drone Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-5,Lens Bags,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-6,Microscope Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-7,Monocular Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-8,Rangefinder Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-9,Spotting Scope Cases,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-10,Telescope Bags,co-1-5-2,Optics Bags & Cases,2,No,No,,
co-1-5-2-1,Accessory Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-2,Binocular Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-4,Drone Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-5,Lens Bags,,Cameras & Optics,1,Yes,No,,
co-1-5-2-6,Microscope Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-7,Monocular Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-8,Rangefinder Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-9,Spotting Scope Cases,,Cameras & Optics,1,Yes,No,,
co-1-5-2-10,Telescope Bags,,Cameras & Optics,1,Yes,No,,
co-1-5-3,Rangefinder Accessories,,Cameras & Optics,1,Yes,No,,
co-1-5-4,Spotting Scope Accessories,,Cameras & Optics,1,Yes,No,,
co-1-5-5,Telescope Accessories,,Cameras & Optics,1,Yes,No,,
co-1-5-6,Thermal Optic Accessories,,Cameras & Optics,1,Yes,No,,
co-1-5-7,Weapon Scope & Sight Accessories,,Cameras & Optics,1,Yes,No,,
co-1-6,Tripod & Monopod Accessories,,Cameras & Optics,1,Yes,Yes,,
co-1-6-1,Tripod & Monopod Cases,co-1-6,Tripod & Monopod Accessories,2,No,No,,
co-1-6-2,Tripod & Monopod Heads,co-1-6,Tripod & Monopod Accessories,2,No,No,,
co-1-6-3,Tripod Collars & Mounts,co-1-6,Tripod & Monopod Accessories,2,No,No,,
co-1-6-4,Tripod Handles,co-1-6,Tripod & Monopod Accessories,2,No,No,,
co-1-6-5,Tripod Spreaders,co-1-6,Tripod & Monopod Accessories,2,No,No,,
co-1-6-1,Tripod & Monopod Cases,,Cameras & Optics,1,Yes,No,,
co-1-6-2,Tripod & Monopod Heads,,Cameras & Optics,1,Yes,No,,
